word,number
pouvoirs,10061
luke,10061
pluie,10051
passez,10049
vrais,10049
enlevé,10045
moments,10044
blesser,10043
ombre,10014
rome,10014
épisode,9995
talent,9992
chocolat,9963
assurance,9960
angleterre,9958
couche,9956
site,9951
neige,9945
gardé,9937
chemise,9936
ted,9928
voulaient,9914
emploi,9912
précédemment,9907
surveiller,9906
privée,9904
entière,9899
saint,9889
parlent,9888
réfléchi,9874
my,9870
attendent,9870
jette,9865
facilement,9862
joues,9862
jury,9853
passera,9852
voleur,9852
véritable,9851
entend,9843
chaise,9839
accusé,9836
zéro,9827
clairement,9827
mouvement,9824
celles,9812
sommeil,9808
blancs,9796
survivre,9792
semblait,9781
o,9780
craint,9779
traduction,9779
notes,9757
repos,9754
siège,9753
policier,9752
allés,9749
puissance,9734
familles,9721
second,9720
cellule,9719
engagé,9715
adorable,9699
matt,9682
spéciale,9679
violence,9669
ours,9668
gorge,9666
examen,9666
dieux,9664
major,9659
obtenu,9645
évident,9645
distance,9642
titre,9642
lundi,9630
choc,9625
différentes,9619
théâtre,9612
exploser,9610
â,9605
rivière,9605
paye,9594
allo,9588
revenez,9554
écoutes,9553
logique,9552
alice,9548
miracle,9538
lève,9537
montagne,9532
essayais,9526
pauvres,9522
tenu,9521
chicago,9517
auprès,9510
lèvres,9488
plat,9487
lunettes,9487
journaux,9466
attaquer,9466
mine,9463
pistolet,9460
divorce,9459
noirs,9451
meurtres,9451
premiers,9451
forêt,9450
respirer,9450
fortune,9438
réponses,9434
devraient,9432
explosion,9426
reviendra,9422
mène,9411
doc,9410
maria,9407
responsabilité,9396
annie,9388
erreurs,9388
principal,9385
épée,9382
tienne,9369
travaillait,9361
tableau,9358
cabinet,9353
normale,9352
alerte,9348
meurtrier,9335
whoa,9322
libérer,9320
commis,9297
sérieuse,9295
carl,9284
sous-titrage,9282
rock,9279
vision,9279
réveillé,9277
auront,9271
mesure,9259
arthur,9256
kyle,9251
ed,9245
louis,9244
1er,9240
secrétaire,9233
dave,9226
images,9225
fuite,9222
amitié,9220
annonce,9217
pousser,9217
william,9210
idiote,9207
nombreux,9194
brisé,9192
raconté,9190
cardiaque,9187
minuit,9179
humeur,9178
physique,9172
prof,9162
lieux,9161
los,9160
seins,9149
crier,9148
top,9144
go,9143
permission,9137
romantique,9137
lac,9128
vente,9118
vache,9116
suit,9114
clark,9106
courses,9106
casser,9104
études,9102
modèle,9097
susan,9093
version,9090
jeff,9084
pensées,9084
prudent,9081
plaisante,9077
emmené,9068
réfléchis,9066
concert,9066
blessure,9062
tir,9055
chauffeur,9049
midi,9047
souvenez,9043
puissant,9040
moteur,9035
répond,9030
hmm,9029
city,9029
coûte,9028
reculez,9028
dessous,9024
souffle,9021
construire,9020
démon,9017
achète,9015
smith,9009
caméras,9005
pousse,9000
cesse,8998
gare,8995
rentrée,8993
finit,8985
bosse,8980
kelly,8978
fer,8978
couilles,8977
quiconque,8969
vole,8965
ignorais,8965
soutien,8963
usine,8959
château,8955
lâche-moi,8946
ont-ils,8939
garage,8937
délicieux,8937
oreille,8935
virus,8923
réellement,8918
posé,8913
avancer,8909
maisons,8906
voisins,8905
dites-lui,8902
deviens,8901
sage,8900
crédit,8899
ambulance,8898
gamins,8898
fière,8896
tourné,8889
puce,8886
finie,8878
canon,8877
liquide,8872
devine,8870
particulier,8866
prennent,8861
traverser,8860
rues,8855
park,8852
criminel,8845
cependant,8833
sombre,8827
agence,8825
comportement,8823
artiste,8802
bosser,8800
gouverneur,8799
paroles,8798
résoudre,8797
chut,8796
période,8788
bat,8786
seraient,8785
bébés,8785
cherches,8775
e,8768
croyez-moi,8766
donnes,8765
préparé,8758
soucis,8758
traiter,8756
street,8754
différente,8751
reconnais,8746
bye,8746
pourriez-vous,8744
fromage,8741
essence,8741
ayant,8730
côte,8720
tenté,8718
chaleur,8712
tests,8689
champagne,8686
objet,8686
ouai,8679
disparaître,8675
oiseaux,8672
re,8668
europe,8665
supposé,8664
supplie,8658
tournée,8642
résultat,8637
roger,8635
concernant,8633
vérifie,8631
souffrir,8606
occupée,8599
fusil,8597
gardien,8595
déranger,8594
verrai,8586
fatiguée,8585
vote,8584
dégagez,8584
anciens,8584
voila,8579
tués,8575
forcément,8570
cadeaux,8562
herbe,8562
b,8561
menteur,8561
vivante,8556
riches,8555
vive,8552
sacrée,8549
taylor,8548
adulte,8542
siècle,8538
attente,8534
endroits,8533
écris,8529
rapports,8520
piscine,8518
rentrez,8518
lendemain,8512
fumer,8507
concours,8502
ment,8501
monté,8497
passait,8495
vous-même,8491
inviter,8489
coach,8489
fausse,8488
élevé,8477
chair,8474
magique,8471
chaîne,8464
chèque,8462
réseau,8461
enfance,8449
mensonges,8447
pourrions,8443
choisis,8438
taire,8435
inquiet,8435
enfuir,8430
bel,8422
profiter,8414
science,8414
revenue,8406
billet,8402
crâne,8402
jaloux,8402
tien,8401
arrestation,8396
laver,8389
nuits,8386
caisse,8379
scientifique,8374
russe,8374
cris,8367
traité,8366
attaqué,8359
écoutez-moi,8356
montez,8354
sean,8349
promesse,8341
sénateur,8336
blessures,8335
sucre,8330
murs,8329
attrape,8328
représente,8327
emma,8327
esprits,8315
cloche,8310
phil,8300
cia,8283
réputation,8274
étudier,8272
trompe,8264
chute,8264
jackson,8254
demi,8251
devra,8247
plainte,8245
grand-chose,8238
tim,8238
joey,8234
sorcière,8234
venant,8227
alan,8225
californie,8222
tenue,8213
journaliste,8213
soyons,8211
chouette,8206
karen,8194
aurons,8192
avocats,8187
cherchais,8186
angeles,8180
surveille,8178
département,8175
abandonne,8175
prendrai,8169
peinture,8168
refaire,8168
honnêtement,8155
opinion,8153
geste,8148
étais-tu,8144
gaffe,8142
empire,8141
aient,8138
pizza,8137
seriez,8135
fan,8133
poitrine,8133
y',8132
jenny,8128
lorsqu',8126
médecins,8121
remonte,8115
aventure,8113
réglé,8111
mac,8102
abby,8097
barre,8095
foyer,8094
jean,8092
amuse,8091
mener,8083
uniforme,8081
cauchemar,8080
soupe,8071
intelligente,8067
jus,8061
prêtre,8057
lily,8045
trompé,8032
chuck,8032
corde,8032
champion,8030
somme,8024
conférence,8019
commissaire,8013
répondez,8006
attrapé,8004
red,8003
racontes,8000
deviner,7998
recommencer,7998
dis-tu,7995
complet,7995
crimes,7994
maggie,7990
crème,7988
construit,7987
excusez,7983
entraînement,7981
centaines,7976
calmer,7968
joueur,7963
couloir,7963
horreur,7959
propriété,7956
admettre,7946
matériel,7945
verrez,7941
foule,7938
st,7935
réaction,7931
ennuie,7928
laura,7925
pub,7908
hiver,7907
manteau,7893
pis,7893
débile,7891
trouverai,7884
conseiller,7872
humanité,7870
studio,7865
josh,7862
lapin,7861
désert,7860
combattre,7853
big,7848
julie,7839
boutique,7834
fonds,7832
voient,7817
états-unis,7814
reviendrai,7801
ramené,7799
discussion,7794
connaissait,7789
vegas,7787
sir,7783
fiancée,7783
remonter,7778
incendie,7777
arbres,7773
conseils,7770
géniale,7766
messages,7765
ex,7752
surface,7746
appellent,7737
atteint,7733
recommence,7726
curieux,7711
lucy,7710
ascenseur,7708
mars,7704
apprend,7693
abri,7689
larmes,7677
dites-vous,7677
impliqué,7674
répéter,7672
pardonner,7672
donnerai,7671
soi,7669
marine,7664
cadavre,7663
o.k.,7658
front,7654
uniquement,7652
traîner,7646
rare,7642
permet,7639
stan,7638
parking,7633
morceaux,7632
réussir,7625
morgan,7625
empêche,7624
traversé,7615
américaine,7615
hank,7615
décide,7613
doué,7611
gloire,7607
gang,7604
communauté,7601
plaisantes,7598
déclaration,7596
jones,7594
portait,7593
croient,7592
projets,7590
frontière,7590
saute,7585
hais,7582
laissée,7581
suivez-moi,7579
prénom,7569
tenter,7565
liaison,7565
cérémonie,7565
fasses,7562
vivent,7560
ho,7560
océan,7558
vélo,7556
aimerait,7554
réaliser,7551
poupée,7542
navire,7540
saches,7538
parties,7536
patrick,7529
remplacer,7524
prisonnier,7518
ménage,7518
porté,7514
employés,7510
dépêchez-vous,7505
bouton,7503
acteur,7493
show,7491
julia,7487
mardi,7487
juré,7482
barry,7481
médecine,7481
restera,7474
lourd,7472
chargé,7469
au-del�,7467
survécu,7465
bite,7465
soudain,7463
voyais,7457
travailles,7456
prévenu,7451
regardez-moi,7451
baisse,7449
filer,7447
rompu,7446
véhicule,7443
sauve,7439
rencontrés,7438
emmerde,7428
estomac,7423
donna,7422
couvrir,7416
meilleures,7416
rater,7411
terminée,7410
fred,7409
tâche,7408
réserve,7405
brûler,7404
chou,7397
réveille,7391
sentez,7390
ferme-la,7389
réveille-toi,7388
etait,7377
origine,7375
rêvé,7370
gary,7358
pouviez,7357
poursuivre,7357
actions,7356
tapis,7351
absence,7350
lâcher,7350
tempête,7344
um,7343
souffre,7333
touchez,7333
cents,7329
rempli,7328
écran,7328
dis-le,7327
victor,7326
affreux,7323
enterrement,7322
inconnu,7322
venger,7320
team,7320
feriez,7316
sara,7315
inventé,7314
installer,7311
ya,7301
va-t-il,7297
rythme,7295
étudiants,7294
pratique,7293
whisky,7293
calmez-vous,7289
travaillez,7287
ballon,7282
équipage,7282
signes,7278
élèves,7275
faites-le,7269
parlera,7264
attirer,7262
récompense,7258
reconnu,7251
irait,7249
loup,7247
traite,7235
lâchez-moi,7235
ca.,7229
vengeance,7229
imaginez,7228
navré,7226
feront,7219
finis,7219
propose,7213
forcé,7211
lutte,7211
opportunité,7206
personnage,7203
2e,7202
boss,7197
arrêtes,7191
convaincu,7191
allons-nous,7191
accompagner,7186
essayons,7184
limite,7175
panique,7168
technologie,7162
brillant,7160
king,7154
afrique,7154
nourrir,7152
région,7152
nathan,7147
passent,7142
salaire,7137
veille,7135
appelle-moi,7135
ceinture,7132
explication,7131
chansons,7131
profond,7129
professionnel,7129
possède,7128
étonnant,7118
venais,7108
casier,7106
jouez,7106
roman,7101
sandwich,7094
arrives,7094
nana,7093
nommé,7093
incident,7093
retournez,7089
sophie,7089
potes,7087
comité,7082
chine,7061
technique,7059
haine,7053
identifier,7052
célibataire,7046
jackie,7046
annoncer,7041
portée,7040
fleur,7040
roule,7037
palais,7035
tromper,7034
lady,7028
attendait,7028
jeudi,7024
abruti,7022
disiez,7021
normalement,7019
circonstances,7017
appelez-moi,7015
canapé,7015
sommes-nous,7000
protège,6997
est-�,-dire
affronter,6994
connait,6992
élève,6989
pêche,6989
masque,6985
couvert,6978
extraordinaire,6973
malheur,6972
sentais,6970
royaume,6969
porc,6965
envoyez,6963
brûle,6963
entretien,6961
vingt,6960
objets,6959
gêne,6959
bloc,6958
aidera,6953
final,6952
conduis,6939
excellente,6937
brûlé,6937
amanda,6936
business,6934
sauté,6932
trouvent,6931
ferez,6930
alarme,6925
laisse-le,6924
rencard,6924
concentrer,6921
étoile,6921
engager,6919
singe,6917
colle,6904
ooh,6903
assistant,6896
fallu,6894
mm,6893
central,6889
prisonniers,6885
naturel,6881
essayait,6877
pardonnez-moi,6875
étape,6873
cage,6872
davantage,6867
alliance,6861
collègues,6855
collier,6853
rayon,6851
correct,6849
jesse,6845
gâcher,6843
quant,6839
assassiné,6837
placard,6837
soif,6836
conditions,6836
min,6836
remis,6835
russes,6832
miel,6828
personnellement,6825
entièrement,6824
howard,6823
impressionnant,6820
passes,6820
créature,6820
black,6819
lancé,6818
kilomètres,6817
sers,6815
échappé,6813
parte,6810
prouve,6808
associé,6805
monnaie,6803
dean,6802
moque,6796
voisin,6796
clinique,6792
tape,6791
têtes,6785
lentement,6785
classique,6783
temple,6777
steven,6776
produits,6775
passion,6769
prenne,6765
échoué,6764
écouté,6763
existence,6760
correspond,6759
analyse,6758
retire,6758
mystère,6756
maîtresse,6751
port,6748
tension,6740
qualité,6740
nationale,6733
respecte,6731
vierge,6730
piano,6727
secteur,6726
espérons,6726
devoirs,6725
pot,6725
contacter,6723
secrète,6723
dispute,6718
cigarette,6712
manques,6708
bouffe,6707
jugement,6707
idiots,6707
courageux,6705
limites,6702
bibliothèque,6699
désir,6693
condition,6688
sales,6685
courrier,6682
volant,6682
merveilleuse,6680
fumée,6678
chanceux,6677
expert,6674
anne,6674
rick,6673
lève-toi,6672
tasse,6669
poussé,6669
étrangers,6666
censée,6664
permettez,6650
hall,6646
approcher,6642
that,6638
greg,6638
pile,6635
japonais,6635
soigner,6632
urgences,6630
effets,6628
essai,6626
fruits,6624
yo,6623
remplir,6615
commençons,6612
miles,6605
donnera,6605
soins,6602
charlotte,6602
risqué,6601
avouer,6598
passés,6598
épreuve,6598
vivants,6598
conduite,6596
p,6592
robin,6590
chffffff,6588
découvre,6585
avantage,6584
retenir,6575
love,6567
miroir,6566
etat,6565
procédure,6561
verres,6561
copie,6553
jaune,6546
dames,6541
betty,6534
efforts,6530
proposé,6529
blessée,6519
crie,6519
voyager,6510
disque,6505
golf,6504
annuler,6502
section,6499
catherine,6497
aube,6494
précis,6491
appellerai,6486
doug,6486
etes-vous,6484
lumières,6477
helen,6472
briser,6467
fait-il,6465
vampire,6460
échec,6455
mexique,6446
figure,6433
repose,6433
urgent,6430
profil,6428
médical,6423
chiffres,6421
carrément,6420
pointe,6419
is,6418
interroger,6417
sauce,6414
séance,6405
fiancé,6402
chaude,6401
sacs,6398
vivait,6389
aimerai,6388
alliez,6386
partage,6383
johnson,6378
assise,6378
foot,6378
accusation,6370
bagages,6369
boule,6367
copains,6367
nu,6365
patience,6362
suivez,6361
criminels,6358
poissons,6357
fermez,6343
bleue,6342
tyler,6341
égal,6340
organiser,6338
œuvre,6335
organisation,6326
moto,6326
parlerai,6324
texas,6321
attitude,6319
documents,6318
étiez-vous,6316
effort,6316
enchantée,6315
restent,6315
diriger,6314
apprends,6314
proposition,6310
pareille,6310
terres,6305
serpent,6304
all,6303
audience,6301
info,6298
voyait,6290
télévision,6290
intéressé,6287
pattes,6283
possibilité,6283
football,6283
poison,6283
maudit,6282
cochon,6282
reconnaître,6279
paire,6277
your,6276
condamné,6275
croyait,6269
sauvage,6269
maximum,6266
domaine,6263
drogues,6262
poussière,6259
visiter,6256
nôtres,6256
policiers,6255
rat,6254
ajouter,6245
chambres,6241
séparer,6237
valise,6233
idéal,6229
exprès,6228
cooper,6224
empereur,6220
forcer,6217
vincent,6214
juger,6211
montagnes,6207
t-il,6206
printemps,6206
rebecca,6206
avoue,6205
oliver,6205
faisaient,6205
allaient,6205
profondément,6204
aides,6203
collègue,6196
bonbons,6193
fantômes,6191
légende,6190
embrasse,6188
suffisamment,6188
disparition,6187
suivante,6186
commencez,6181
poule,6180
semblez,6177
éducation,6174
restée,6171
dragon,6171
plaque,6169
prenons,6166
auparavant,6165
mobile,6162
peut-il,6161
jamie,6161
elizabeth,6161
malades,6160
molly,6157
invite,6153
musée,6153
connaissent,6152
elle-même,6150
bijoux,6149
refuser,6147
chers,6145
pensée,6143
andrew,6135
psy,6133
saurais,6133
adultes,6130
préviens,6127
appart,6120
chasser,6119
sable,6114
balance,6110
critique,6107
fièvre,6107
irais,6100
terminer,6098
brown,6098
monstres,6092
angela,6092
leo,6090
essaies,6090
coïncidence,6087
charmante,6082
née,6080
suggère,6080
raisonnable,6073
conséquences,6071
jouait,6070
décisions,6070
lucas,6067
sensible,6067
déposer,6066
imagination,6056
objection,6054
autorisation,6051
faites-moi,6048
chirurgie,6048
ordinaire,6047
rouges,6044
voyez-vous,6036
voudra,6035
vieilles,6034
hollywood,6032
magazine,6030
matière,6030
rentres,6029
vend,6029
pourrais-je,6026
libéré,6026
sexuelle,6024
posez,6019
bagarre,6011
ross,6011
solide,6010
lié,6009
marques,6008
cercle,6007
caroline,6005
sûrs,6004
sortira,6002
étudiant,5997
extrêmement,5995
digne,5994
cirque,5990
amen,5990
carlos,5989
congé,5989
roy,5985
prenait,5979
boston,5978
meurent,5975
beurre,5973
émotions,5972
causé,5965
sortes,5961
el,5961
stade,5956
entraîner,5956
préférée,5956
allemand,5952
blonde,5949
japon,5945
sortis,5943
malheureux,5943
personnelle,5941
barbara,5938
épaule,5937
était-ce,5937
we,5936
pigé,5935
lls,5932
menacé,5931
arrivait,5929
taux,5929
tireur,5929
mamie,5927
3e,5926
supporte,5925
lignes,5922
voyant,5921
examiner,5917
terry,5914
orange,5911
nerveuse,5910
ouverture,5909
patiente,5905
huile,5905
trouverez,5904
sire,5904
mignonne,5903
parfum,5902
retourné,5902
fêter,5900
publique,5900
invitée,5898
incapable,5898
cap,5896
couleurs,5895
sainte,5892
accompagne,5890
demi-heure,5889
camarade,5885
éliminer,5884
croix,5882
large,5880
moral,5879
détail,5877
wilson,5876
thérapie,5874
troupes,5873
froide,5871
signature,5867
pensons,5867
parker,5866
donnée,5866
assistante,5866
éloigner,5865
trahi,5855
jo,5854
enterré,5853
adaptation,5853
brave,5850
jeunesse,5850
guérir,5848
officiers,5847
recule,5847
toby,5844
machines,5843
justin,5841
sommet,5838
géant,5837
démons,5835
taper,5835
linda,5833
territoire,5832
organisé,5829
portefeuille,5825
sally,5824
adorer,5823
scénario,5822
emprunter,5817
tours,5815
etes,5813
nate,5813
alibi,5807
respecter,5804
marchera,5804
tentative,5804
décès,5800
rappelez,5794
lord,5792
livrer,5792
blessés,5790
donnent,5787
fêtes,5786
pressé,5780
frankie,5778
davis,5776
supérieur,5774
précieux,5774
poil,5772
rats,5769
cave,5766
progrès,5765
objectif,5762
grosses,5761
cole,5759
bruce,5758
armé,5750
panne,5749
iras,5747
bains,5747
officiellement,5747
enculé,5744
difficiles,5743
renvoyer,5740
miller,5738
invitation,5737
allemagne,5737
loyer,5736
plateau,5736
trés,5735
mai,5733
humour,5731
marcus,5730
olivia,5730
actes,5728
êtres,5727
cinglé,5726
moche,5724
suffisant,5715
douée,5714
obligée,5712
junior,5708
boit,5707
juifs,5704
enfermé,5702
joseph,5699
travaux,5697
approchez,5697
jolies,5695
expression,5694
cherchait,5689
libres,5688
jordan,5688
race,5687
injuste,5678
gordon,5677
plu,5676
trafic,5674
eue,5674
déplacer,5671
exercice,5668
travaillent,5666
forts,5666
épousé,5666
do,5664
cabine,5663
miami,5662
baise,5660
tenait,5659
changera,5658
populaire,5657
descend,5652
nager,5651
ferons,5651
